elevation,slope,aspect,curvature,landcover_class,latitude,longitude,district,initiation_year,triggering,label
909.6915283203125,20.211652755737305,197.89279174804688,0.0021679135970771313,10,25.746806,92.107806,East Khasi Hills,0,Rainfall,1
826.531982421875,8.337115287780762,111.83489227294922,0.004345303401350975,10,25.704083,92.118833,East Khasi Hills,0,Rainfall,1
830.84814453125,14.190625190734863,189.3343505859375,0.0016279692063108087,10,25.676,92.157917,East Khasi Hills,0,Rainfall,1
817.330810546875,6.45164155960083,238.63534545898438,-0.003933621570467949,10,25.674,92.157667,East Khasi Hills,0,Rainfall,1
831.2764892578125,3.057565927505493,327.3381042480469,0.004410216584801674,40,25.696556,92.109694,East Khasi Hills,0,Rainfall,1
954.060546875,13.345208168029785,13.81125545501709,-0.006528986617922783,30,25.653181,92.041194,East Khasi Hills,0,Rainfall,1
863.3340454101562,20.0450496673584,88.91615295410156,-0.00399331608787179,10,25.64575,92.071167,East Khasi Hills,0,Rainfall,1
918.593994140625,19.911632537841797,120.76205444335938,0.004171549342572689,10,25.776087,92.03754,Ri-Bhoi,2015,Heavy rainfall,1
961.2612915039062,25.431608200073242,140.47023010253906,-0.001480906386859715,30,25.75634,92.017832,Ri-Bhoi,2014,Heavy rainfall,1
1024.4630126953125,26.618667602539062,327.9287414550781,-0.002725887345150113,10,25.668469,91.975083,East Khasi Hills,0,Rainfall,1
1326.5792236328125,26.934900283813477,35.04766082763672,-0.005527513101696968,10,25.637189,91.93345,East Khasi Hills,0,Rainfall,1
1293.8150634765625,29.74325942993164,332.69818115234375,-0.0004592682234942913,10,25.637779,91.932565,East Khasi Hills,0,Rainfall,1
1295.5067138671875,33.10560989379883,328.6784362792969,0.0032237295527011156,10,25.637365,91.932235,East Khasi Hills,0,Rainfall,1
1051.4853515625,22.305423736572266,53.838077545166016,0.006683256011456251,30,25.64366,91.899342,East Khasi Hills,0,Rainfall,1
1082.5496826171875,24.554370880126953,162.3839569091797,-0.002212837804108858,30,25.649222,91.899,East Khasi Hills,0,Rainfall,1
998.0291137695312,29.291379928588867,69.6248779296875,-0.004056406673043966,10,25.654639,91.898222,East Khasi Hills,0,Rainfall,1
951.9821166992188,12.867422103881836,300.1523132324219,0.00042095876415260136,10,25.656408,91.900528,East Khasi Hills,0,Rainfall,1
947.9736328125,15.573062896728516,149.59661865234375,-0.0052785733714699745,30,25.663444,91.915944,Ri-Bhoi,2017,,1
864.0831298828125,23.224292755126953,53.3301887512207,0.005637667141854763,30,25.695552,91.903777,East Khasi Hills,0,Rainfall,1
1179.9967041015625,29.538585662841797,331.68426513671875,0.00229026866145432,10,25.641194,91.890667,East Khasi Hills,0,Rainfall,1
1173.276123046875,20.777820587158203,132.27073669433594,-0.0124965850263834,10,25.643591,91.890859,East Khasi Hills,0,Rainfall,1
1141.426025390625,21.626686096191406,243.79037475585938,0.00540800578892231,10,25.630652,91.87886,East Khasi Hills,0,Rainfall,1
1168.7298583984375,28.955673217773438,297.0522155761719,-0.0005442762630991638,10,25.627946,91.876487,East Khasi Hills,0,Rainfall,1
1256.109130859375,13.46852970123291,103.22795867919922,-0.0016638969536870718,10,25.626417,91.887028,East Khasi Hills,0,,1
1224.1881103515625,17.200695037841797,107.316162109375,0.0018346046563237906,10,25.633896,91.891833,East Khasi Hills,2015,Rainfall,1
1326.76611328125,17.197132110595703,88.25454711914062,0.001732233795337379,50,25.616596,91.876562,East Khasi Hills,2015,Rainfall,1
